ID,Name,ImpactFactor,TypeofScience,publisher,URL,URL2,data_sharing_req_pub,data_sharing_req_noeffct_pub,data_sharing_encouraged,data_sharing_review,data_sharing_mentioned,data_sharing_protein,data_sharing_codes,data_sharing_none,protein_deposit,code_deposit,trial_deposit,online_reposit,journal_host_sharing,share_request_to_author,multiple_sharing,unspecified_sharing,journal_host_all,journal_host_limit,journal_host_unspecified,open_access,Subcription.,data_copyright,archival,reproducibility
341,JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,1.375,M,Sage,https://us.sagepub.com/en-us/nam/journal/journal-educational-and-behavioral-statistics#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
342,JOURNAL OF EVOLUTION EQUATIONS,1.038,M,Springer,https://www.springer.com/birkhauser/mathematics/journal/28,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
343,JOURNAL OF EVOLUTIONARY BIOLOGY,2.792,B,Wiley Blackwell,https://onlinelibrary.wiley.com/page/journal/14209101/homepage/forauthors.html,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,1,0
344,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,2.159,S,Elsevier,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,1
345,Journal of Fiber Science and Technology,NA,P,"The Society of Fiber Science and Technology, Japan",http://www.fiber.or.jp/jpn/publication/contribution-e.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
346,Journal of Fixed Point Theory and Applications,0.681,M,Springer,https://www.springer.com/birkhauser/mathematics/journal/11784,https://fixedpointtheoryandapplications.springeropen.com/about,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
347,Journal of Flood Risk Management,3.121,B,Wiley Blackwell,https://onlinelibrary.wiley.com/page/journal/1753318x/homepage/forauthors.html,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,1,1
348,Journal of Food Measurement and Characterization,0.536,B,Springer,https://www.springer.com/food+science/journal/11694,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
349,JOURNAL OF FOOD SCIENCE,1.815,B,Institute of Food Technologists,http://www.ift.org/knowledge-center/read-ift-publications/journal-of-food-science/~/link.aspx?_id=C0177F27B62C4CD3B33ACE9AC82ED8D6&_z=z#JournalPolicy,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
350,Journal of Forest Research,0.667,B,Taylor & Francis,https://tandfonline.com/action/authorSubmission?show=instructions&journalCode=tjfr20#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
351,Journal of Ginseng Research,4.082,C,Elsevier,https://www.elsevier.com/journals/journal-of-ginseng-research/1226-8453/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,1
352,JOURNAL OF GROUP THEORY,0.457,M,Â De GruyterÂ ,https://www.degruyter.com/view/j/jgth#callForPapersHeader,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
353,JOURNAL OF HAND SURGERY-AMERICAN VOLUME,1.606,C,American Society for Surgery of the Hand / Elsevier,https://www.jhandsurg.org/content/authorinfo#idp1309136,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
354,JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,0.916,S,Johns Hopkins University Press ,https://www.press.jhu.edu/journals/journal-health-care-poor-and-underserved/author-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,1,0,0
355,JOURNAL OF HUMANISTIC PSYCHOLOGY,0.689,S,Sage,https://us.sagepub.com/en-us/nam/journal-of-humanistic-psychology/journal200951#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
356,JOURNAL OF IMMUNOTHERAPY,3.915,C,Society for Biological Therapy,http://edmgr.ovid.com/jit/accounts/ifauth.htm,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
357,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,1.294,M,Springer,https://www.springer.com/computer/database+management+%26+information+retrieval/journal/10844?detailsPage=pltci_2046207,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
358,JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,2.377,B,"Mary Ann Liebert, Inc.",https://home.liebertpub.com/publications/journal-of-interferon-and-cytokine-research/35/for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
359,Journal of International Relations and Development,1.302,S,Palgrave Macmillan,https://www.palgrave.com/gp/journal/41268/authors/open-access-self-archiving,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
360,Journal of Internet Technology,1.93,M,Executive Committee / Taiwan Academic Network Management Committee,http://jit.ndhu.edu.tw/ojs/index.php/jit/about/submissions#authorGuidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
361,JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,1.826,C,Springer,https://www.springer.com/medicine/cardiology/journal/10840,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
362,Journal of Macromolecular Science Part B-Physics,0.828,P,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=lmsb20&page=instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
363,JOURNAL OF MANAGEMENT INQUIRY,1.2,S,Sage,https://us.sagepub.com/en-us/nam/journal/journal-management-inquiry#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
364,JOURNAL OF MATHEMATICAL BIOLOGY,1.566,M,Springer,https://www.springer.com/mathematics/mathematical+biology/journal/285?detailsPage=pltci_2858853,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
365,JOURNAL OF MATHEMATICAL PHYSICS,1.077,M,AIP Publishing,https://aip.scitation.org/jmp/info/focus,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
366,Journal of Mechanical Science and Technology,1.128,P,Springer / The Korean Society of Mechanical Engineers,http://www.j-mst.org/Introduction_2.asp,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
367,Journal of Medical Ultrasonics,0.455,C,Springer,https://www.springer.com/medicine/radiology/journal/10396,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
368,JOURNAL OF MEMORY AND LANGUAGE,3.065,C,Elsevier,https://www.elsevier.com/journals/journal-of-memory-and-language/0749-596x/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
369,Journal of Mental Health Research in Intellectual Disabilities,0.567,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=umid20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
370,JOURNAL OF METAMORPHIC GEOLOGY,3.594,P,Wiley ,https://onlinelibrary.wiley.com/page/journal/15251314/homepage/manuscript_preparation.htm,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
371,Journal of Middle East Womens Studies,0.154,S,Duke University Press,http://jmews.org/submission-guidelines/article-guidelines/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
372,JOURNAL OF MODERN AFRICAN STUDIES,0.918,S,Cambridge University Press,https://www.cambridge.org/core/journals/journal-of-modern-african-studies/information/instructions-contributors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
373,JOURNAL OF MODERN OPTICS,1.328,P,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=tmop20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
374,JOURNAL OF MOTOR BEHAVIOR,1.327,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=vjmb20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
376,JOURNAL OF MULTIVARIATE ANALYSIS,0.901,M,Elsevier,https://www.elsevier.com/journals/journal-of-multivariate-analysis/0047-259x/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
377,Journal of Natural Gas Science and Engineering,2.718,P,Elsevier,https://www.elsevier.com/journals/journal-of-natural-gas-science-and-engineering/1875-5100/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
378,Journal of NeuroEngineering and Rehabilitation,3.516,B,BMC,https://www.biomedcentral.com/getpublished/editorial-policies#availability+of+data+and+materials,https://jneuroengrehab.biomedcentral.com/about,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,1,0,0,0,1
379,Journal of Neuroimmune Pharmacology,3.339,C,Springer,https://www.springer.com/biomed/neuroscience/journal/11481?detailsPage=pltci_1749310,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
380,JOURNAL OF NEUROVIROLOGY,3.206,C,Springer,https://www.springer.com/biomed/neuroscience/journal/13365?detailsPage=pltci_1415010,NA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
381,JOURNAL OF NEW MUSIC RESEARCH,1.122,M,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=nnmr20&page=instructions#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
382,Journal of Nonlinear and Convex Analysis,0.642,M,YokohamaÂ ,http://www.ybook.co.jp/jnca-policy.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
383,Journal of Official Statistics,0.411,M,DE GRUYTER / Statistics Sweden,file:///C:/Users/moralesm4/Downloads/Instructions_for_Authors.pdf,NA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
384,JOURNAL OF OPERATIONS MANAGEMENT,5.207,S,Elsevier,https://www.elsevier.com/journals/journal-of-operations-management/0272-6963/guide-for-authors#87500,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
385,JOURNAL OF OPERATOR THEORY,0.524,M,The Theta Foundation,https://www.theta.ro/jot.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
386,Journal of Organizational and End User Computing,0.759,M,IGI Global,https://www.igi-global.com/publish/resources/journal-guidelines-for-submission.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
387,Journal of Pacific Rim Psychology,0.909,S,Cambridge University Press / Beijing Normal University,https://www.cambridge.org/core/journals/journal-of-pacific-rim-psychology/information/instructions-contributors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
388,Journal of PeriAnesthesia Nursing,0.764,C,Elsevier,https://www.jopan.org/content/authorinfo,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
389,Journal of Perinatology,2.313,C,Springer Nature,https://www.nature.com/jp/authors-and-referees/authors,NA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
390,JOURNAL OF PERSONALITY ASSESSMENT,2.024,C,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=hjpa20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
391,JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,1.673,C,Springer,https://www.springer.com/biomed/pharmacology+%26+toxicology/journal/10928?detailsPage=pltci_1735233,NA,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
392,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,2.238,C,Elsevier,https://www.elsevier.com/journals/journal-of-pharmacological-and-toxicological-methods/1056-8719/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
393,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,12.317,P,Elsevier,https://www.elsevier.com/journals/journal-of-photochemistry-and-photobiology-c-photochemistry-reviews/1389-5567/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
394,JOURNAL OF PHYCOLOGY,2.608,B,Wiley ,https://onlinelibrary.wiley.com/page/journal/15298817/homepage/ForAuthors.html,NA,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
395,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,1.336,P,Wiley ,https://onlinelibrary.wiley.com/page/journal/10991395/homepage/forauthors.html,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
396,Journal of Physiological Anthropology,1.25,B,Japan Society of Physiological Anthropology / BMC,https://www.biomedcentral.com/getpublished/editorial-policies#availability+of+data+and+materials,NA,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,NA,NA,1,0,0,0,0
397,JOURNAL OF PIDGIN AND CREOLE LANGUAGES,0.4,S,John Benjamin Publishing Company,https://benjamins.com/content/authors/rightspolicy,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
398,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,0.954,B,"Â Society for Plant Biochemistry and Biotechnology, IOS Press",https://www.omicsonline.org/instructionsforauthors-plant-biochemistry-physiology-open-access.php,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
399,Journal of Policy History,0.365,S,Cambridge University PressÂ ,https://jph.asu.edu/submissions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
400,JOURNAL OF POLITICAL ECONOMY,3.923,S,Â University of Chicago Press,https://www.journals.uchicago.edu/journals/jpe/datapolicy,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
401,Journal of Renewable Materials,0.812,P,Tech Science Press,http://www.techscience.com/JRM/JRM_Instructions_for_Contributors.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
402,JOURNAL OF REPRODUCTIVE MEDICINE,0.848,C,"Science Printers and Publishers, Inc",http://www.reproductivemedicine.com/admin/JRM_ChecklistForAuthors2017.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
403,Journal of Research in Medical Sciences,1.237,C,Wolters Kluwer,http://www.jmsjournal.net/contributors.asp,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
404,JOURNAL OF RISK AND INSURANCE,1.343,S,Wiley ,https://onlinelibrary.wiley.com/page/journal/15396975/homepage/ForAuthors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
405,Journal of Rubber Research,0.237,P,Malaysian Rubber Board,http://www.myjurnal.my/public/browse-journal-view.php?id=76,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
406,Journal of Science Education and Technology,1.08,S,Springer,https://www.springer.com/education+%26+language/science+education/journal/10956?detailsPage=pltci_2261375,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
407,JOURNAL OF SEISMOLOGY,1.089,P,Springer,https://www.springer.com/earth+sciences+and+geography/geophysics/journal/10950?detailsPage=pltci_1896916,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
408,JOURNAL OF SEPARATION SCIENCE,2.557,P,Wiley ,https://wol-prod-cdn.literatumonline.com/pb-assets/assets/16159314/JSS_ITA__update_2017_final-1510047577000.pdf,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
409,JOURNAL OF SEX & MARITAL THERAPY,1.935,C,Taylor & Francis ,https://www.tandfonline.com/action/authorSubmission?journalCode=usmt20&page=instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
410,JOURNAL OF SOCIAL POLICY,1.458,S,Cambridge University Press,https://www.cambridge.org/core/journals/journal-of-social-policy/information/instructions-contributors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
411,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1.771,C,Â American Speech-Language-Hearing Association,https://academy.pubs.asha.org/wp-content/uploads/2018/07/JSLHR_Author_Instructions.pdf,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,1,0,1
412,Journal of Statistical Software,9.436,M,Â Foundation for Open Access Statistics,https://www.jstatsoft.org/pages/view/authors,NA,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,1
413,JOURNAL OF STORED PRODUCTS RESEARCH,1.75,B,Elsevier,https://www.elsevier.com/journals/journal-of-stored-products-research/0022-474x/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
414,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,2.06,C,Lippincott Williams & Wilkins,http://edmgr.ovid.com/jscr/accounts/ifauth.htm,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
415,Journal of Stroke,5.576,C,Korean Stroke Society,https://www.j-stroke.org/file/JOS_Instructions_for_authors.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
416,Journal of Systems Engineering and Electronics,0.529,S,Beijing Institute of Aerospace InformationÂ ,http://www.jseepub.com/EN/column/column18.shtml,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
417,Journal of Systems Science & Complexity,0.556,M,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",http://101.200.86.116/journalx_xtkxyfzx_en/basicinfo/viewHtmlFile.action?magId=2&id=8,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
418,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,3.698,S,Â Oxford University Press,"https://academic.oup.com/jamia/pages/General_Instructions#Charges,%20licences,%20and%20self-archiving%20policy",NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
419,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,0.22,B,American Pomological Society,http://americanpomological.org/journal/author-instructions/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
420,Journal of the Association for Information Systems,2.109,M,Association for Information Systems,http://aisel.aisnet.org/jais/policies.html#data,http://aisel.aisnet.org/jais/authorinfo.html,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
421,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,0.656,M,Cambridge University Press,https://journal.austms.org.au/ojs/index.php/JAMS/about/submissions#onlineSubmissions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
422,Journal of the Faculty of Engineering and Architecture of Gazi University,0.38,P,Gazi University,http://dergipark.gov.tr/gazimmfd/writing-rules,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
423,Journal of Transport & Health,1.718,P,Elsevier,https://www.elsevier.com/journals/journal-of-transport-and-health/2214-1405/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
424,Journal of Transport Geography,2.675,P,Elsevier,https://www.elsevier.com/journals/journal-of-transport-geography/0966-6923/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
425,JOURNAL OF TURBULENCE,1.417,P,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=tjot20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
426,Journal of Veterinary Behavior-Clinical Applications and Research,1.496,B,Elsevier,https://www.journalvetbehavior.com/content/authorinfo,NA,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
427,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,2.164,M,Elsevier,https://www.elsevier.com/journals/journal-of-visual-communication-and-image-representation/1047-3203/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
428,JOURNAL OF VISUALIZATION,0.95,P,Springer,https://www.springer.com/engineering/mechanics/journal/12650?detailsPage=pltci_1060846,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
429,JOURNAL OF VOICE,1.381,C,Elsevier,https://www.jvoice.org/content/authorinfo#idp1493328,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
430,Journal of Web Semantics,1.075,M,Elsevier,https://www.elsevier.com/journals/journal-of-web-semantics/1570-8268/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
431,JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,2.049,P,Elsevier,https://www.elsevier.com/journals/journal-of-wind-engineering-and-industrial-aerodynamics/0167-6105/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
432,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,3.064,S,Oxford University Press,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_b,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
433,KENNEDY INSTITUTE OF ETHICS JOURNAL,1.333,S,Johns Hopkins University Press,https://www.press.jhu.edu/journals/kennedy-institute-ethics-journal/author-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
434,KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,3.227,C,Springer,https://www.springer.com/medicine/orthopedics/journal/167?detailsPage=pltci_3044979,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
435,KOBUNSHI RONBUNSHU,0.253,P,"Â The Society of Polymer Science, Japan",https://www.jstage.jst.go.jp/browse/koron/_pubinfo/-char/en,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
436,KOVOVE MATERIALY-METALLIC MATERIALS,0.366,P,Institute of Materials and Machine Mechanics,http://www.kovmat.sav.sk/guide.php,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
437,KSII Transactions on Internet and Information Systems,0.452,M,the Korean Society for Internet Information,http://www.itiis.org/author-guide,http://www.itiis.org/about,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
438,LABORATORY MEDICINE,1.088,C,Oxford University Press,https://academic.oup.com/labmed/pages/General_Instructions,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
439,LABOUR-LE TRAVAIL,0.419,S,Canadian Committee on Labour HistoryÂ ,http://www.lltjournal.ca/index.php/llt/about/submissions#onlineSubmissions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
440,LAND USE POLICY,3.089,B,Elsevier,https://www.elsevier.com/journals/land-use-policy/0264-8377/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
441,LANDSCAPE AND URBAN PLANNING,4.563,P,Elsevier,https://www.elsevier.com/journals/landscape-and-urban-planning/0169-2046/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
442,LANGUAGE & COMMUNICATION,0.793,M,Elsevier,https://www.elsevier.com/journals/language-and-communication/0271-5309/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
443,LATIN AMERICAN PERSPECTIVES,0.487,S,Sage,http://latinamericanperspectives.com/publish-in-lap-overview/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
444,Law & Policy,0.828,S,Wiley,https://onlinelibrary.wiley.com/page/journal/14679930/homepage/forauthors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
445,LEARNING & BEHAVIOR,1.015,C,Springer,https://www.springer.com/psychology/journal/13420/PS2,NA,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
446,LINEAR ALGEBRA AND ITS APPLICATIONS,0.973,M,Elsevier,https://www.elsevier.com/journals/linear-algebra-and-its-applications/0024-3795/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
447,LIPIDS,1.934,B,Wiley,https://onlinelibrary.wiley.com/page/journal/15589307/homepage/forauthors.html,NA,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
448,LOGIC JOURNAL OF THE IGPL,0.575,M,Oxford University Press,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_a,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
